subject_id	dtest_solved	dtest_duration	dtest_num_attempts	dtest_skipped	gender	age	education	edu_status	prior_exposure	prior_attempt	prior_completed	m_alg	m_geom	m_trig	m_sv_calc	m_mv_calc	m_linalg	m_pr_stat	m_disc	m_logic	q_attn_check1	q_attn_check2	q_attn_check3	q_puzzle	q_puzzle_digit	digit_target	digit_distractor	q_confidence	q_strategy	q_digit_selection	q_digit_notice	q_hint_select	q_hint_explain	q_digit_check	q_check_strategy	q_check_strategy_select	q_additional_info	tut_house	sid_hash
591	False		0	True	Male	34	mast	Completed	Yes	No	None	True	True	True	False	False	False	True	False	False	True	True	False	target	6.0	6.0	9.0	75.0	I knew it had to be a 6 or 9 and I used process of elimination by going row by row. I noticed the row 2 had a 6 and the blue square in the row was most likely 9. Therefore I guessed 6 for the empty square.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed a 6 with no 9 in the 2nd row.	['targetSingle']	This 6 made it likely the blue square in that row was a 9.	No, I just submitted my original guess without checking any further.			I used process of elimination. Sometimes I took educated guesses if I was confused.	column	fef10d
592	False	6.904	1	False	Female	47	no_hs	Completed	Yes	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			80c921
593	True	57.869	1	False	Male	31	mast	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			fd17a7
594	True	102.641	5	False	Male	39	asso	Completed	Yes	Yes	1 to 3	False	False	False	True	False	False	False	False	False																			7715e5
595	True	87.384	1	False	Male	21	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			efcc59
596	True	270.135	1	False	Male	37	mast	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	False																			d88772
597	True	123.236	1	False	Male	29	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	True																			182072
598	True	109.516	1	False	Male	37	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	False	True	False	False																			b35d48
599	True	171.893	1	False	Female	23	hs	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	True	False	False																			3103b3
600	True	31.706	1	False	Male	25	mast	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	True																			995fcf
601	True	56.238	1	False	Male	39	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			3a09c5
602	False	624.905	4	False	Male	41	asso	Completed	Yes	Yes	None	True	True	False	False	False	False	False	False	False	True	False	False	target	4.0	4.0	8.0	100.0	"I went through the ""hint"" numbers in blue and did process of elimination in my head."	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle']					"If you take the ""8"" and ""4"" and place them in the blue squares, it will be clear as to which one to choose. In this case, it's the 4, because the 8 can't go in a box that already has an 8."	row	0f54d5
603	True	80.145	1	False	Female	23	hs	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			fe93e7
604	True	69.296	1	False	Female	32	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			553bd9
605	True	69.695	1	False	Female	34	bach	Completed	Yes	Yes	4 to 6	True	True	True	True	True	False	False	False	False																			744f22
606	True	526.548	2	False	Male	36	hs	Currently pursuing	Not sure	Yes	4 to 6	True	True	False	False	False	True	False	False	True																			26a907
607	True	131.118	1	False	Male	35	hs	Completed	Yes	Yes	10 or more	True	False	True	False	False	True	False	False	False																			b7baf8
608	False		0	True	Female	24	asso	Completed	No	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			820fd9
609	True	131.338	1	False	Female	29	hs	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			fbbf97
610	True	86.602	1	False	Female	22	hs	Currently pursuing	Yes	Yes	7 to 9	True	True	False	False	False	False	False	False	False																			cee970
611	True	25.596	1	False	Female	43	mast	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			08a3f2
612	True	36.756	1	False	Female	29	phd	Completed	Yes	Yes	7 to 9	True	True	True	True	True	True	True	True	False																			e75a11
613	True	49.209	1	False	Female	18	asso	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	False	False	False	False																			313a07
614	True	228.866	1	False	Female	32	hs	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			48c6ed
615	True	68.361	1	False	Male	30	bach	Completed	Yes	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			b4245f
616	False		0	True	Female	51	bach	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	True	False	False																			52555e
617	True	93.128	1	False	Male	55	hs	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			9e4b4c
618	True	58.025	1	False	Female	29	bach	Completed	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			4d016f
619	False		0	True	Male	41	mast	Completed	Yes	No	None	True	True	False	True	False	False	False	False	False	True	True	False	target	6.0	6.0	1.0	95.0	I first located the 9 box quadrant that the blue shaded section intercedes where the two numbers are located (in this case, the bottom middle quadrant). This eliminates both numbers from the bottom three blue shaded squares. Then I identify the row that contains both numbers (in this case the fourth row from the bottom). This eliminates both numbers from the fourth blue shaded box from the bottom. Then I can eliminate the top blue shaded box from containing a 6, because it is already contained in that top row. This leaves only one shaded blue box remaining where the 6 must be located. 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The row that containing the single number that cannot be immediately eliminated. 	['targetSingle', 'emptySingle', (0, 4), (0, 3), (6, 3), (6, 4), 'emptyBox', 'emptyBox', (7, 4), (7, 3), 'targetBox', 'distractorBox', 'emptyBox']	The top row contains a 6 only. Because all the other boxes in the middle bottom quadrant can be eliminated immediate from containing a 1 or a 6 and the 6 at the top does not correspond with the middle bottom box as the 1 in the lower right box does. 	Yes, I checked to see whether the candidate was actually correct.	Double checked all rows and columns to see if the answer made sense. 	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	No other clarification. 	column	b3b8b2
620	False		0	True	Male	59	mast	Completed	Yes	No	None	True	True	True	True	True	True	True	False	False	True	False	False	distractor	3.0	6.0	3.0	0.0	The correct answer is 6. Since I must pick between the two numbers 6 or 3, the only possible answer is 6. The number 3 can be in the current box or the box above while 6 can only be in the given box since 6 is in the 9x9 quadrant below and there is a 6 in the horizon of boxes above.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle', 'emptySingle', (0, 4), (0, 3), (6, 3), (6, 4), 'emptyBox', 'emptyBox', (7, 4), (7, 3), 'targetBox', 'distractorBox', 'emptyBox']					Since there are two numbers to pick from, it seems easier to determine which one goes in the box by eliminating the one the does not go in the box. I made an error on this puzzle as the correct answer is 6.	column	f15c3c
621	True	121.186	2	False	Female	29	mast	Completed	Yes	Yes	10 or more	False	True	True	True	True	True	True	False	False																			b6d123
622	False		0	True	Male	30	bach	Completed	No	No	None	True	True	False	False	False	False	False	False	False	True	True	False	target	8.0	8.0	6.0	100.0	I used a process of elimination. I eliminated the possible squares for 8. I realized 8 can only be in one square due to contradictions. Thus, I determined the correct answer was 8.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed 8 could not be placed in other cells or squares. It was the only reasonable and correct candidate.	['targetSingle', 'targetBox', 'targetDouble', 'emptyDouble', 'emptySingle', 'emptyBox']	The number 8 could not be placed in the those cells. The number 8 could only be placed in the green cell.	No, I just submitted my original guess without checking any further.			I eliminated all possibilities because 8 can only be placed in one cell in the row. There was only possible placement for 8 to avoid any contradictions in the row.	row	9e8c77
623	True	66.268	1	False	Female	37	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			ed006c
624	True	97.95	1	False	Female	32	bach	Completed	Yes	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			f92418
625	True	66.762	1	False	Female	39	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			3b458b
626	True	198.92	1	False	Female	42	mast	Completed	Yes	Yes	7 to 9	True	True	True	True	True	True	True	False	False																			ac84e9
627	True	89.423	1	False	Female	67	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	True																			a67606
628	True	82.938	1	False	Male	46	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			04cbff
629	False		0	True	Female	40	bach	Completed	No	Yes	1 to 3	False	False	False	False	False	False	True	True	False																			a40609
630	True	39.073	1	False	Female	33	bach	Completed	Yes	Yes	10 or more	True	True	False	True	True	False	True	False	False																			083746
631	False		0	True	Male	45	hs	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	False	target	8.0	8.0	3.0	85.0	I first looked for the 9 square box with the two digits and eliminated that. I then looked at each remaining row to deduce what was left. The one row with the 8 meant the 3 went there, so the solution for the green box must be 8.  	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The row with one digit eliminated the other digit so that is how I came to the solution.	['emptyBox', 'emptyBox', 'emptyBox', 'emptySingle']	I eliminated the row in the 9 x 9 square entirely. Then looking for the row with one digit made the solution clear.	Yes, I checked to see whether the candidate was actually correct.	I double checked by eliminating the possibilities to make sure my conclusion was right.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	The 8 by itself in the third vertical row suggested that the 3 belonged in the blue box for that row so I concluded the 8 belonged in the green box.	row	3233fa
